starting at 	13-08-2020 20:25:01	
1597343112.557355	0.5788564379999721	
1597343112.658356	0.9312037210949974	
1597343112.758356	0.24782168980710018	
1597343112.859355	0.5874936508534266	
1597343112.959356	0.16756922731578483	
1597343113.059357	0.9378801508937598	
1597343113.159357	0.8325817816848127	
1597343113.260356	0.175664266900891	
1597343113.361356	0.4365467997451258	
1597343113.461357	0.43347463714302104	
1597343113.562356	0.6204731706156515	
1597343113.662356	0.3474990116371016	
1597343113.763355	0.2010414386546413	
1597343113.863356	0.6980572198553715	
1597343113.964355	0.6888577856370418	
1597343114.064356	0.5612877941853788	
1597343114.165356	0.619734674144093	
1597343114.266356	0.21770716967528347	
1597343114.367355	0.371665639734723	
1597343114.467357	0.479258654853016	
1597343114.568356	0.7896097758911222	
1597343114.668356	0.783096763950262	
1597343114.769355	0.7492098303960265	
1597343114.869356	0.23742532409976436	
1597343114.970358	0.4205219155137919	
1597343115.071357	0.37643943556818915	
1597343115.172356	0.01806331170762543	
1597343115.273356	0.6731033930244236	
1597343115.373357	0.6102287747117517	
1597343115.474355	0.258901423752957	
1597343115.574356	0.9961172435481612	
1597343115.674356	0.5885415004613415	
1597343115.775355	0.8166446946190169	
1597343115.875356	0.8360319718048221	
1597343115.976357	0.42575051970335065	
1597343116.077356	0.6122735481927809	
1597343116.178356	0.8488826623492469	
1597343116.279356	0.29503663007141334	
1597343116.379356	0.4076000273644914	
1597343116.480356	0.3299036504017745	
1597343116.580358	0.43013743189139486	
1597343116.681356	0.9295343607790444	
1597343116.782356	0.04907231483047714	
1597343116.882356	0.244620818311042	
1597343116.982356	0.2642592454110021	
1597343117.083356	0.2250073043588383	
1597343117.183357	0.20160782810820066	
1597343117.284356	0.6299740549468206	
1597343117.385355	0.2596174113824409	
1597343117.485356	0.7760722254615672	
1597343117.585357	0.6986368352490894	
1597343117.686355	0.9081862970495632	
1597343117.786356	0.6702801851538617	
1597343117.887355	0.35480287829136237	
1597343117.987356	0.3711530443622122	
1597343118.088356	0.40003188369214115	
1597343118.189356	0.8556636483494201	
1597343118.289356	0.46226678718249803	
1597343118.390355	0.5352942902707729	
1597343118.491355	0.5396490785884671	
1597343118.591357	0.46578212132310437	
1597343118.692356	0.28773139056961206	
1597343118.792356	0.9917815471505502	
1597343118.893355	0.1051790673718156	
1597343118.993356	0.417328634154272	
1597343119.093356	0.11655246477381576	
1597343119.194356	0.32507847221226294	
1597343119.294356	0.15104057894125966	
1597343119.395356	0.9127222813232332	
1597343119.495356	0.3698727549692923	
1597343119.595356	0.09640541096711275	
1597343119.696355	0.814289425680732	
1597343119.796359	0.06408882953574735	
1597343119.897357	0.9872340614861439	
1597343119.998355	0.4488318847233488	
1597343120.098358	0.23602031923870737	
1597343120.199355	0.1126392930500435	
1597343120.299356	0.576071130521284	
1597343120.399356	0.746295381728105	
1597343120.500356	0.8898177126298389	
1597343120.601355	0.5649443178797338	
1597343120.702357	0.9864015148048388	
1597343120.803356	0.45678476568818915	
1597343120.906356	0.5069266810254217	
1597343121.007357	0.8327876503683823	
